problem_id,code,error_id_1,Knowledge_id_2,error_class_id
p8326,"#include<stdio.h>
int main()
{
    int a,b,num;
    scanf(""%d %d"",&a, &b);
    if(a>b)
    {num=a;a=b;b=num};
    printf(""%d %d\n"",a,b);
    return 0;
}",语句未以“;”结束-,无,E8
p8327,"#include<stdio.h>
int main()
{
    int a,b,c,d;
    scanf(""%d%d%d%d"",&a,&b,&c,&d);
    int n=0,s=0;
    if(a>=90){
        n++
    }
    if(b>=90){
        n++
    }
    if(c>=90){
        n++
    }
    if(d>=90){
        n++
    }
    if(n==4){
        s=n+1;
        printf(""%d"",s);
    }
    if(n>0&&n<4){
        s=n;
     printf(""%d"",s)}
     else if(a<60||b<60||c<60||d<60)
     {printf(""Poor LanYangYang"");
         
     }
    return 0;
}",语句未以“;”结束-,无,E8
p8328,"#include<stdio.h>
int main()
{
    long int a,b,c,d;
    long int x,y,z;
    while(scanf(""%ld %ld"",&a,&b)!=EOF){
        z=0;
        for(c=a;c<=b;c++){
            for(x=1;x<=18;x++){
                y=x%10;
                if(y==6){
                    z++;break;
                }else{
                    x=x/10;
                }
            }
        }printf(""%ld\n"",z)
    }return 0;
    
}",语句未以“;”结束-,无,E8
p8329,"#include<stdio.h>
int main(){
    int n,i;
    i=0;
    scanf(""%d"",&n);
    do{
        if(n%2==0){
            n=n/2;
            i++;
        }else{
            n=n*3+1;
            i++;
        }
    }while(n!=1){
    }printf(""%d"",i);
    return 0;
}",语句未以“;”结束-,无,E8
p8330,"#include<stdio.h>
int main(){
    int a,b,c,d;
    scanf(""%d%d"",&a,&b);
    if(a+b<10){
        printf(""water"");
    }
    if(a+b>10&&a>b){
        printf(""tree"")
    }
    if(a+b>10&&a<b){
        printf(""tea"")
    }
    
    
    
    
    
    
    
    
    
    
    
    
    
    return 0;
}",语句未以“;”结束-,无,E8
p8331,"#include<stdio.h>
int main(){
    int n;
    scanf(""%d"",&n);
    if(n<=30&&n>=15){
        printf(""qingnianzu"");
    }
    if(n<=14&&n>=11){
        printf(""shaonianzu"");
    }
    if(n<=10&&n>=8){
        printf(""ertongzu"")
    }
    
    
    
    return 0;
}",语句未以“;”结束-,无,E8
p8332,"#include<stdio.h>
int main()
{
    int n,x;
    scanf(""%d"",&x);
    if(n<=150){
     x=150*0.4463;
     printf(""%.1lf"",x)
    }
    else if(n>150&&n<=400){
        x=(n-150)*0.4663;
        printf(""%.1lf"",x);
    }
    else if(n>=400){
        x=(n-400)*0.5663;
        printf(""%.1lf"",x);
    }
    return 0;
}",语句未以“;”结束-,无,E8
p8333,"#include<stdio.h>
int main(){
    long long int n,w,a,b;
    scanf(""%lld"",&n);
    a=n/33;
    b=n%33;
    if(b<=16&&b!=0){
        a=a-1;
        b=b+1;
    }else if(b>16){
        a=a+1;
    }w=a*1900+b*3300
    if(n<=33){
        w=1900;
    }
    
    
    printf(""%lld"",w);
    return 0;
}",语句未以“;”结束-,无,E8
p8334,"#include<stdio.h>
int main(){
    int a,b,n=1;
    scanf(""%d %d"",&a,&b);
    do{
      n++;
      if(n%a==0&&n%b==0){
        
          break;
      }
        
        
        
        
    }while(n%a==0&&n%b==0)
    
    printf(""%d"",n);
    
    
    
    
    
    
    
    
    
    
    
    return 0;
}",语句未以“;”结束-,无,E8
p8335,"#include<stdio.h>
int main(){
    int x,y,a,b,c;
    scanf(""%d%d"",&x,&y);
    a=1;
    b=2;
    c=3;
    if(x<y){
        if(x==a&&y==b)
            printf(""win"");
        if(x==a&&y==c)
            printf(""lose"");
        if(x==b&&y==c)
            printf(""win"");
    }
    else if(x>y){
        if(x==b&&y==a)
            printf(""lose"");
        if(x==c&&y==a)
            printf(""win"");
        if(x==c&&y==b)
            printf(""lose"");
    }
    else
        printf(""tie"")
    
    
    
    return 0;
}",语句未以“;”结束-,无,E8
p8336,"#include<stdio.h>
int main()
{
    int m,n,s;
    scanf(""%d%d"",&m,&n)
    if(m%n=0){
        s=m/n;
        printf(""%d"",s);
    }else{
        s=m/n+1;
        printf(""%d"",s);
    }
    return 0;
}",语句未以“;”结束-,无,E8
p8337,"#include<stdio.h>
int main(){
    int a,b,c,d,e,f,g,h,j,n;
    scanf(""%d"",&n);
    a=n%100000000
    b=n%10000000
    c=n%1000000
    d=n%100000
    e=n%10000
    f=n%1000
    g=n%100
    h=n%10
    j=a+b+c+d+e+f+g+h
    printf(""%d"",j);
}",语句未以“;”结束-,无,E8
p8338,"#include<stdio.h> 
#include<string.h> 
int main(){ 
    int n,b,t; 
    scanf(""%d %d"",&n,&b); 
    int a[10000]; 
    for(int i=0;i<n;i++){ 
        scanf(""%d"",&a[i]); 
        { 
            for(int i=0;i<n-1;i++){ 
                for(int j=i+1;j<n;j++){ 
                    if(a[i]>a[j]){ t=a[i]; 
                    a[i]=a[j]; 
                    a[j]=t; 
                    for(int i=0;i<n;i++){ 
                        if(a[i]%b!=0){ 
                            if(a[i]>=65&&a[i]<=90) 
                            printf(""%c "",a[i]) 
                            
                        }else{ 
                            printf(""%d "",a[i]) 
                            
                        } 
                        
                    } 
                    return 0;
                  }",语句未以“;”结束-,无,E8
p8339,"#include<stdio.h>
int main(){
    int a,b,c;
    float h,h1,h2,h3;
    scanf(""%f"",&h)
    scanf(""%d%d%d"",&a,&b,&c);
    printf(""%d\n"",a);
    printf(""%d\n"",b);
    printf(""%d\n"",c);
    printf(""%.1f\n"",h1);
    printf(""%.2f\n"",h2);
    printf(""%.3f\n"",h3);
    return 0;
}",语句未以“;”结束-,无,E8
p8340,"#include<stdio.h>
#define max 10001
int main(){
    int a[max]={0}
    int n,x,cnt=0;
    scanf(""%d"",&n);
    for(int i=1;i<=n;i++){
        scanf(""%d"",&x);
        a[x]++
    }
    for(int i=1;i<max;i++){
        if(a[i]==0)continue;
        cnt++
    }
    printf(""%d\n"",cnt);
    for(int i=1;i<max;i++){
        if(a[i]==0)continue;
        printf(""%d %d\n"",i,a[i]);
        
    }return 0;

}",语句未以“;”结束-,无,E8
p8341,"#include<stdio.h>
int main(){
    int x;
    scanf(""%d"",&x);
    if(x==2)
    printf(""T"");
    if(x>2){
        for(int i=2;i<=x;i++)
        if(x%i==0)
       { printf(""F"");
        break}
    }
    return 0;
}",语句未以“;”结束-,无,E8
p8342,"#include<stdio.h>
int main()
{
    int n;
    scanf(""%d"",&n);
    if(n>=10000 && n<100000)
        printf(""wan"");
    
    if(n>=100000 && n<1000000)
        printf(""shi wan"");
    
    if(n>=1000000 && n<10000000)
        printf(""bai wan"");
    
    if(n>=10000000 && n<100000000)
        printf(""qian wan"")
    
    if(n>=100000000 && n<1000000000)
        printf(""yi"")
    
    if(n>=1000000000 && n<10000000000)
        printf(""shi yi"")
    return 0;
}",语句未以“;”结束-,无,E8
p8343,"#include<stdio.h>
int main(){
           printf(""Hello world"");
           return 0
}",语句未以“;”结束-,无,E8
p8344,"#include<stdio.h>
#include<string.h>
char a[1000000]={0};
int main(){
    int num[30]={0};
    scanf(""%s"",a);
    int b=strlen(a);
    for(int i=0;i<b;i++){
        if(a[i]>='a'&&a[i]<='z')
        {
            num[a[i]-'a']++
        }
    }
    for(int i=0;i<30;i++){
        if(num[i]){
            printf(""%c:%d"",iC+'a',num[i]);
        
    }
}return 0;
}",语句未以“;”结束-,无,E8
p8345,"#include<stdio.h>
int main(){
    int a,b,c,d;
    printf(""a:"");
    scanf(""%d"",&a);
    printf(""b:"");
    scanf(""%d"",&b)
    c=a/b;
    d=a%b;
    printf(""%d/%d=%d...%d\n"",a,b,c,d);
    return 0;
}",语句未以“;”结束-,无,E8
p8346,"#include<stdio.h>
int main(){
    int a,b,c,d,t,f;
    scanf(""%d"",&d);
    a=d/100;
    b=d/10%10;
    c=d%10;
    if(a>b){
        t=b;
        b=a;
        a=t;
    }
    if(a>c){
        t=c;
        c=a;
        a=t;
    }
    if(b>c){
        t=c;
        c=b;
        b=t;
    }
    f=c-a;
    printf(""%d"",f)
    return 0;
}",语句未以“;”结束-,无,E8
p8347,"#include<stdio.h>
int main(){
    int n,i,min=10,max=0,s=0;
    double avg;
    scanf(""%d"",&n);
    int a[n],in,ax;
    for(i=0;i<n;i++){
        scanf(""%d"",&a[i]);
        if(max<a[i])
        {max=a[i];ax=i;}
        else
        {min=a[i];in=i}
    }
    for(i=0;i<n;i++){
        if(i!=ax&&i!=in)
        s+=a[i];
    }
    avg=s*1.0/(n-2);
    printf(""%.2f"",avg);
    return 0;
}",语句未以“;”结束-,无,E8
p8348,"#include<stdio.h>
int main(){
    int n,sum=0;
    scanf(""%d"",&n)
    while(n>0){
        if(n%2!=0)
        sum+=n;
        scanf(""%d"",&n);
    }
    printf(""%d"",sum);
    return 0;
}",语句未以“;”结束-,无,E8
p8349,"#include<stdio.h>
int main()
{
    int a,b,c;
    scanf(""%d %d %d"",&a,&b,&c);
    if(a>b){int t=a;a=b;b=t};
    if(a>c){int t=a;a=c;c=t};
    if(b>c){int t+b;b=c;c=t};
    if(a+1==b&&b+1==c)printf(""TRUE"");
    else printf(""FALSE"");
    return 0;
}",语句未以“;”结束-,无,E8
p8350,"#include<stdio.h>
#define MAXN 1000
int main(){
    int i=0,j=0;
    char str1[MAXN], str2[MAXN];
    scanf(""%s"",str1);
    for(i=0;str1[i]!='\0';i++){
        if(str1[i]!='*'){
            str2[j]=str1[i];
            j++;
        }
    }
    str2[j]='\0';
    printf(""%s"",str2)
    return 0;
}",语句未以“;”结束-,无,E8
p8351,"#include<stdio.h>
int main()
{
    int a,b,c,d ,t;
    scanf(""%d %d %d %d"",&a,&b,&c,&d);
    if(a>b){
        t=a;a=b;b=t;}
    if(a>c){
        t=a;a=c;c=t;}
    if(a>d){
        t=a;a=d;d=t;}
    if(b>c){
        t=b;b=c;c=t;}
    if(b>d){
        t=b;b=d;d=t;}
    if(c>d){
        t=c;c=d;d=t;}
    if(a+2==b && b+2==c && c+2==d)
     printf(""%d+2=%d\n%d+2=%d\n%d+2=%d"",a,b,c,d)   
    else 
    printf(""%d %d %d %d"",d ,c,b,a);
     return 0;
}",语句未以“;”结束-,无,E8
p8352,"#include<stdio.h> 
int main()
{
    int x 
    int a,b,c,d,e; 
    scanf(""%d"",&x);
    a=x%10;
    b=x/10%10;
    c=x/100;
    d=x/1000;
    e=a+b+c+d;
    printf(""%d"",e);
    return 0;
}",语句未以“;”结束-,无,E8
p8353,"#include<stdio.h>
#define MAX 10001
int main(){
    int a[MAX]={0};
    int n,x,cnt=0;
    scanf(""%d"",&n);
    for(int i=1;i<=n;i++){
        scanf(""%d"",&x);
        a[x]++;
    }
    for(int i=1;i<MAX;i++){
        if(a[i]==0)continue;
        cnt++;
    }
    printf(""%d\n"",cnt);
    for(int i=1;i<MAX;i++){
        if(a[i]==0)continue;
        printf(""%d %d\n"",i,a[i])
    }
    return 0;
}",语句未以“;”结束-,无,E8
p8354,"#include<stdio.h>
#include<string.h>
int a[40000]
int main() 
{
    int n;
    scanf(""%d"",&n);
    a[1]=1;
    a[0]=1;
    for(int i=2;i<=n;i++){
        int t=0;
        for(int j=1;<a[0];j++){
            a[j]=a[j]*i+t;
            t=a[j]/10;
            a[j]%=10;
        }
        while(t>0){
            a[0]++;
            a[a[0]]=t%10;
            t=t/10;
        }
    }
    for(int i=a[0];i>0;i--)
    printf(""%s,a[i]);
    
   return 0;
}",语句未以“;”结束-,无,E8
p8355,"#include<stdio.h>
int main()
{
    double s;
    int a,b,c,d,e,f;
    scanf(""%d%d%d"",&a,&b,&c);
    if(a>b){
        if(b>c){
            d=a,e=b,f=c;
        }else if(a>c){
            d=a,e=c,f=b;
        }else{
            d=c,e=a,f=b;
        }
    }else{
        if(a>c){
            d=b,e=a,f=c;
        }else if(b>c){
            d=b,e=c,f=a;
        }else{
            d=c,e=b,f=a;
        }
    }
    s=e*f/2
    if((d*d)==(e*e+f*f)){
        printf(""%.1f"",s);
    }else{
        printf(""No"");
    }
    
    
    return 0;
}",语句未以“;”结束-,无,E8
p8356,"#include<stdio.h>
int main(){
    int n,i,s=0;
    scanf(""%d"",&n);
    if(n==2){
        printf(""T"");
    }else if(n>2){
        for(i=2;i<=n;i++){
            if(n%i==0){
                printf(""F"");
                s=1
            }
        }
        if(s==0){
            printf(""T"");
        }
        }
    }
    return 0;
}",语句未以“;”结束-,无,E8
p8357,"#include<stdio.h>

int main(){
   int n,i;
   int f=1
   scanf(""%d"",&n);
   
   for(i=2;i<n;i++){
       if(n%i==0){ f=0;i++;break;}
   }

   if(i>=n) { printf(""T"");}
   else { printf(""F"");}
   
    return 0;
}",语句未以“;”结束-,无,E8
p8358,"#include <stdio.h>
int main()
{
    char a;
    scanf(""%c"",&a);
    if(a>='a'&&a<='z')
    {
        a=a+32;
    }else if(a>='A'&&a<='Z'){
        a=a-32
    }else{
        printf(""该字符不是字母。\n"")；
    }
    print(""%c\n"",a)
    return 0;
}",语句未以“;”结束-,无,E8
p8359,"#include<stdio.h>
int main(){
    long M,N,i=1,j;
    scanf(""%ld%ld"",&M,&N);
    int t;
    if(M>N){
        t=M;M=N;N=t;
    }
    while(i%M!=0||i%M!=0){
        i++;
    }
    for(j=N;j>=1;j--){
        if(M%j==0&&N%j==0)
        printf(""%ld "",j);
        break;
    }
    printf(""%ld"",i)
    return 0;
}",语句未以“;”结束-,无,E8
p8360,"#include<stdio.h>
#include<string.h>
int a[40000]
int main() 
{
    int n;
    scanf(""%d"",&n);
    a[1]=1;
    a[0]=1;
    for(int i=2;i<=n;i++){
        int t=0;
        for(int j=1;<a[0];j++){
            a[j]=a[j]*i+t;
            t=a[j]/10;
            a[j]%=10;
        }
        while(t>0){
            a[0]++;
            a[a[0]]=t%10;
            t=t/10;
        }
    }
    for(int i=a[0];i>0;i--)
    printf(""%d"",a[i]);
    
   return 0;
}",语句未以“;”结束-,无,E8
p8361,"#include<stdio.h>
int main()
{
    int a,b,c,d
    scanf(""%d%d"",&a,&b,&c,&d);
    c=a/b;
    d=a%b;
    printf(""%d %d"",c,d);
    return 0;
}",语句未以“;”结束-,无,E8
p8362,"#include<stdio.h>
int main(){
    int a,b,c,d,e,f,g,h,j,k,n;
    scanf(""%d"",&n);
    a=n%100000000
    b=n%10000000
    c=n%1000000
    d=n%100000
    e=n%10000
    f=n%1000
    g=n%100
    h=n%10
    j=a+b+c+d+e+f+g+h
    printf(""%d"",j);
}",语句未以“;”结束-,无,E8
p8363,"#include<stdio.h>
int main()
{
    int n,i,s=1,w,g;
    scanf(""%d"",&n);
    for(g=1;w!=0;g=g*10)
    {
    for(i=1;s!=0;i=i*10)
    {    
        s=s*(n/i%10)
        printf(""%d"",s);
    }
     w=w*(s/g%10)
    printf(""%d"",w);
    }
    return 0;
}",语句未以“;”结束-,无,E8
p8364,"#include<stdio.h>
int main()
{
    int a,b,c;
    double s;
    scanf(""%d %d %d"",&a,&b,&c);
    if(a*a==b*b+c*c){
         s=b*c*1/2;
        }else if(b*b==a*a+c*c){ 
         s=a*c*1/2;   
    }else if(c*c==a*a+b*b){
        s=a*b*1/2;printf(""%.1lf"",s)
    }else {
        printf(""No"");
    }
    
    return 0;
}",语句未以“;”结束-,无,E8
p8365,"#include <stdio.h>
int main(void)
{
    int fahr,celsius
    
    celsius=50
    fahr=9\5*celsius+char32_t;
    printf(""celsius＝%d\n,fahr＝%d”,celsius,fahr);
    return 0;
}",语句未以“;”结束-,无,E8
p8366,"#include<stdio.h>
#include<math.h>
int main(){
    int N,x,y,z,p=0;
    scanf(""%d"",&N);
    N=N*10;
    for(x=1;x<=(N-2-1)/8;x++){
        
        for(y=1;y<=(N-x*8)/2;y++){
        z=(N-x*8-y*2)/1;
        if(x+y+z>30){
            p++
        }
        }
    }
    
    
    printf(""%d"",p);
    
    
    
    
    return 0;
}",语句未以“;”结束-,无,E8
p8367,"#include <stdio.h>
int main()
{
    int a, b;
    scanf(""%d %d"",&a,&b)
    if(a>b)
    printf(""%d"",a);
    else if(b>a)
    printf(""%d"",b);
    return 0;
}",语句未以“;”结束-,无,E8
p8368,"#include<stdio.h>
#include<string.h>
int main(){
    char s[10000];
    gets(s);
    for(int i=0;s[i]!=EOF; i++){
        if(s[i]==' '&&s[i+1]==s[i--]){
            printf(""Y"")
        }else{
            printf(""N"");
        }
    }
    return 0;
}",语句未以“;”结束-,无,E8
p8369,"#include<stdio.h>
int main()
{
    int celsius
     celsius=50;
     fahr=9/5*celsius-32;
    printf(""%d\n"",fahr)
    return 0;
    
}",语句未以“;”结束-,无,E8
p8370,"#include <stdio.h>
int main(){
    int a,b,c,d,max;
    scanf(""%d %d %d %d"", &a, &b, &c, &d)
    if(a>b&&a>c&&a>d)
    max=a;
    else if(b>a&&b>c&&b>d)
    max=b;
    else if(c>a&&c>b&&c>d)
    max=c;
    else if(d>a&&a&&d>c&&d>b)
    max=d;
    printf(""%d"",max);
    
    
    
    return 0;
}
",语句未以“;”结束-,无,E8
p8371,"#include<stdio.h>
int main()
{
    int l,a,b,c,d=0,e;
    scanf(""%d"",&l)
    for(a=1;a<l;a++)
    for(b=1;b<l;b++)
    for(c=1;c<l;c++)
       if(a+b+c==l&&a+b>c&&a+c>b&&b+c>a){
           d++;
       }
       printf(""%d"",d);
       return 0;
}",语句未以“;”结束-,无,E8
p8372,"#include<stdio.h>
#include<string.h>
int main(){
    int m;
    char s[50];
    scanf(""%d\n"",&m);
    int len=strlen(s)
    for(int i=0;i<m;i++){
        gets(s);
        int j;
        for(j=0;j<len(s);j++){
            if(s[j]>='0'&&a[j]<='9')
            printf(""%d"",j+1);
        }
        printf(""\n"");
    }
    return 0;
}",语句未以“;”结束-,无,E8
p8373,"#include<stdio.h>
int main(){
    int n,i,j,s=0;
    scanf(""%d"",&n);
    for(i=1;i<=n;i++){
        int j=i;
        do{
            if(i%10==6||i%10==7)
                s=1;
                else{
                    s=0;
                    break;
            
        }j/=10;
    }while(j){
        if(s==1&&n%i==0){
            printf(""YES"");
            return 0;
        }
    }if(s==0){
        printf(""NO"");
        return 0;
    }
}",语句未以“;”结束-,无,E8
p8374,"#include<stdio.h>
int main(){
    int m,
    scanf(""%d"",&n);
    for(int i=1,i<=m,i++){
        if(m%i==0){
            printf(""F"");
    }else{
        printf(""T"");
    }
    return 0;
}",语句未以“;”结束-,无,E8
p8375,"#include<stdio.h>
int main()
{
    int m,n,l,d,s,x;
    scanf(""%d%d%d"",&m,&n,&s);
    x=l+s;
    d=x/(m+n);
    l=m*d;
    printf(""%d"",l);
    return 0
}",语句未以“;”结束-,无,E8
p8376,"#include<stdio.h>
int main()
{
    int m,n,h;
    scanf(""%d %d"",&m,&n)
    if(m%n>0){
        h=m/n+1;
    }else{
        h=m/n;
    }
    printf(""%d"",h);
    return 0;
}",语句未以“;”结束-,无,E8
p8377,"#include<stdio.h>
int main(){
    int n,s=0,m;
    scanf(""%d"",&n);
    do{
        m=n/2;
        if(m>=0)
        s++;
        n=n%2;
    }while(n!=0)
    printf(""%d"",s);
    return 0;
}",语句未以“;”结束-,无,E8
p8378,"#include<stdio.h>
int main()
{
    int a
    scanf(""%d"",&a);
    _Bool b=a;
    a=b;
    printf(""%d"",a);
    
    
    
    return 0;
}",语句未以“;”结束-,无,E8
p8379,"#include<stdio.h>
int main()
{
    double m;
    int z;
    scanf(""%2lf"",&m);
    if(z<=10)
    {m=2.50
    printf(""%2lf"",m);}
    else if(z>10)
    {m=2.50+(z-10)*1.50
    printf(""%2lf"",m);}
    return 0;
}",语句未以“;”结束-,无,E8
p8380,"#include<stdio.h>
int main()
{
    int a,b;
    scanf(""%d %d"",&a,&b)
    if(a>b){
    printf(""%d"",a);}
    if(a<b){
    printf(""%d"",b);}
    return 0;
}",语句未以“;”结束-,无,E8
p8381,"#include<stdio.h>
int sum(int c, int d);
void proc(){
	printf(""Hello world!"");
}
int main(){
	int a,b,s;
	scanf(""%d%d"", &a, &b);
	printf(""%d\n"", a + b);
	s = sum(a, b);
	printf(""%d\n"", s);
	return 
}
int sum(int c, int d){
	return c + d;
}",语句未以“;”结束-,无,E8
p8382,"#include <stdio.h>
int main()
{
    char a[200];
    int i,j;
    scanf(""%s"",a)
    for(i=0;i<200;i++){
        if(a[i]=='-'){
            if((a[i-1]>='a'&&a[i-1]<='z'&&a[i+1]>='a'&&a[i+1]<='z'&&a[i+1]>a[i-1])||(a[i-1]>='0'&&a[i-1]<='9'&&a[i+1]>='0'&&a[i+1]<='9'&&a[i-1]>a[i-1])){
                int b=a[i-1]+1;
                int c=a[i+1]-1;
                for(j=b;j<=c;j++){
                    printf(""%s"",char(j));
                }
            }
                else{
                    printf(""-"");
                }
            }
        else{
            puts(a);
        }
    }
    return 0;
}",语句未以“;”结束-,无,E8
p8383,"#include<stdio.h>
int main()
{
    int a,b,c;
    scanf(""%d%d"",&a,&b);
    c=a+b;
    if(c<10){
        printf(""water"")
    }
    else if(a>b){
        printf(""tree"");
    }
    else if(a<=b){
        printf(""tea"");
    }
    return 0;
}",语句未以“;”结束-,无,E8
p8384,"#include<stdio.h>
int main()
{
    int a,b,c,s;
    scanf(""%d%d%d%d"",&a,&b,&c,&s);
    s=2*(a*b+b*c+c*a);
    if(a>b && b>c)
    printf(""%d"",s-a*b);
    else if(a>c && c>b)
    printf(""%d"",s-a*c);
    else if(b>a && a>c)
    printf(""%d"",s-b*a);
    else if(b>c && c>a)
    printf(""%d"",s-b*c)
    else if(c>a && a>b)
    printf(""%d"",s-c*a);
    else if(c>b && b>a)
    printf(""%d"",s-c*b);
    return 0;
}",语句未以“;”结束-,无,E8
p8385,"#include<stdio.h>
int main()
{
    int r1,r2;
    float s;
    scanf(""%d%d"",&r1,&r2);
    s=3.14*r1*r1-3.14*r2*r2;
    printf(""%.2f"",s)
    return 0;
}",语句未以“;”结束-,无,E8
p8386,"#include<stdio.h>
int main()
{
    int n;
    scanf(""%d"",&n);
    if(n>=8&&n<=10)
    {
        printf(""ertongzu"");
    }
    if(n>=11&&n<=14)
    {
        printf(""shaonianzu"")
    }
    if(n>=15&&n<=30)
    {
        ptintf(""qingnianzu"")
    }
    return 0;
}",语句未以“;”结束-,无,E8
p8387,"#include<stdio.h>
int main()
{
    int a,b,c,d
    scanf(""%d%d"",&a,&b);
    c=a/b;
    d=a/b%b;
    printf(""%d %d"",c,d);
    return 0;
}",语句未以“;”结束-,无,E8
p8388,"#include <stdio.h>
int main()
{
    int a,b,c,d,e,f,g;
    scanf(""%d%d%d%d"",&a,&b,&c,&d);
    if(a>=b&&c>=d)
    {
        e=b;
        f=d;
    }else if(a>=b&&c<=d)
    {
        e=b;
        f=c;
    }else if(a<=b&&c>=d)
    {
        e=a;
        f=d;
    }else if(a<=b&&c<=d)
    {
     e=a;
     f=c;
    }
    if(e>f)
    {
        g=e-f;
    }else{
        g=f-e;
    }
    printf(""%d"",g)
    return 0;
}",语句未以“;”结束-,无,E8
p8389,"#include<stdio.h>
int main()
{
    int a,b,c,d;
    int w,x,y,z;
    double s;
    scanf(""%d %d %d %d %d %d %d %d"",&a,&b,&c,&d,&w,&x,&y,&z);
    if((c-w)>0&&(d-x)>0)
    {
    s=(c-w)*(d-x);
    printf(""%.2f"",s);
    }
    else if((c-w)>0&&(d-x)<0)
    {
        s=(c-w)*(x-d);
        printf(""%.2f"",s);
    }
    else if((c-w)<0&&(d-x)>0)
    {
        s=(w-c)*(d-x);
        printf(""%.2f"",s);
    }
    else
    {
        s=(w-c)*(x-d);
        printf(""%.2f"",s)
    }
    return 0;
}",语句未以“;”结束-,无,E8
p8390,"#include<stdio.h>
int main(){
    int a,b;
    float x;
    scanf(""%d %d"",&a,&b);
    x=b/(a*a/100/100)
    if(18<=x)&&(x)<=24)
    {
        printf(""Good!"");
    }
    if(x<18)
    {
        printf(""Too thin!\n"");
        printf(""%d"",18-x));
    }
    if(x)>24)
    {
        printf(""Too fat!\n"");
        printf(""%d"",x-24);
    }
    return 0;
}",语句未以“;”结束-,无,E8
p8391,"#include<stdio.h>
int main(){
    int n,y,a,b;
    a=n/33;
    b=a%10;
    scanf(""%d"",&n);
    if(n<=33){
      y=1900;
      printf(""y"");
    }else if(b==0){
        y=a*1900;
        printf(""%d"",y)
    }else if(b!=0){
        if(b>16){
            y=(a+1)*1900;
            printf(""%d"",y);
        }else if(b<16){
            y=3300+(a-1)*1900;
            printf(""%d"",y);
        }
    }
    return 0;
}",语句未以“;”结束-,无,E8
p8392,"#include<stdio.h>
int main()
{
    int n;
    scanf(""%d"",&n);
    if(n>=10000&&n<=99999)
    {
        printf(""wan"");
    }
    if(n>=100000&&n<=999999)
    {
        printf(""shi wan"");
    }
    if(n>=1000000&&n<=9999999)
    {
        printf(""bai wan"");
    }
    if(n>=10000000&&n<=99999999)
    {
        printf(""qian wan"");
    }
    if(n>=100000000&&n<=999999999)
    {
        printf(""yi"");
    }
    if(n>=1000000000&&n<=9999999999)
    {
        printf(""shi yi"")
    }
    return 0;
}",语句未以“;”结束-,无,E8
p8393,"#include<stdio.h>
int main()
{
    int n,a,b,c,d;
    scanf(""%d %d %d %d"",&n,&a,&b,&c);
    if(a>b&&a<c)
    d=n-n/a 
    printf(""%d %d"",a,d);
    if(a>c&&a<b)
    d=n-n/a
    printf(""%d"",a);
    if(b>a&&b<c)
    d=n-n/b
    printf(""%d"",b);
    if(b>c&&b<a)
    d=n-n/b
    printf(""%d"",b);
    if(c>a&&c<b)
    d=n-n/c
    printf(""%d"",c);
    if(c>b&&c<a)
    d=n-n/c
    printf(""%d"",c);
    return 0;
    
    
}",语句未以“;”结束-,无,E8
p8394,"#include<stdio.h>
int main(){
    int i,m,n;
    scanf(""%d"",&m);
    if(m<=1){
        printf(""F"");
    }else if(m==2){
        printf(""T"")
    }else{
        n=sqrt(m)+1;
        for(i=2;i<=n;i++){
            if(m%i==0){
                break;
            }if(i>n){
                printf(""T"");
            }else{
                printf(""F"");
            }
        }return 0;
}",语句未以“;”结束-,无,E8
p8395,"#include<stdio.h>
int main()
{
    int x 
    int a,b,c,s;
    a=x%10
    b=x/10%10;
    c=x/100;
    s=a+b*10+c*100;
    printf(""%d"",s);
    return 0;
    
}",语句未以“;”结束-,无,E8
p8396,"#include<stdio.h>
int main(){
    int a,b,c;
    if(a>=90&&a<=100){
        printf(""A"")
    }
    if(a<90){
        printf("" "");
    }
    if(b>=90&&b<=100){
        printf(""A"");
    }
    if(b<90){
        printf("" "");
    }
    if(c>=90&&c<=100){
        printf(""A"");
    }
    if(c<90){
        printf("" "");
    }
    return 0;
}",语句未以“;”结束-,无,E8
p8397,"#include<stdio.h>
int main()
{
    int c
    double h
    scanf(""%f"",&c);
    h=9/5.0*c+32;
    printf(""%.2f"",h);
    return 0;
}",语句未以“;”结束-,无,E8
p8398,"#include<stdio.h>
int main()
{
    int n,m;
    scanf(""%d"",&n)
    if(n<=10)
    {
        m=2.50;
    }
    else
        m=(n-10)*1.5+2.50;
        printf(""%d"",m);
    return 0;
}",语句未以“;”结束-,无,E8
p8399,"#include<stdio.h>
int main()
{
    int a,b;
    scanf(""%d%d"",&a,&b);
    if(a%4==0&&a%100!=0)
    {if(a==4||a==6||a==9||a==11)
     {printf(""30"");}
     else if(a==2)
     {printf(""29"");}
     else{printf(""31"");}}
    else if(a%4!=0&&1%100==0)
    {if(a==4||a==6||a==9||a==11)
     {printf(""30"");}
     else if(a==2)
     {printf(""28"");}
     else{printf(""31"")}}
     retrun 0;
}",语句未以“;”结束-,无,E8
p8400,"#include<stdio.h>
int main()
{
    int a,b;
    scanf(""%d%d"",&a,&b);
    float s;
    scanf(""%f"",&s);
    s=3.14*(a*a-b*b);
    printf(""%.2f"",s);
    return 0
}",语句未以“;”结束-,无,E8
